num_layers,training_hours,flops_per_hour,energy_kwh
3,13.644693844761973,87.59406209362514,2.7610746078059165
4,0.706265232971103,35.05357792992665,0.5155002388100981
22,16.1728517248384,23.318004033444712,3.3971079764348215
24,5.2894586274682,187.42997549447747,2.931654533729227
14,6.643236048029887,146.13648323131954,2.4516117164562288
19,9.489089599100659,32.8333863163037,2.7177621784696395
4,19.152583420376367,271.30184881105396,3.5551070592240763
16,5.29256816387948,154.39869502351013,2.1028417434094697
16,13.86100431737067,226.07768592384275,3.1158802256652924
9,10.79325816403353,59.3538705945088,2.3878207789336243
19,2.8027344521536826,133.70500672236267,2.091247553610491
21,1.8917126091265999,114.41818575807376,1.94376781219222
13,9.54627613032939,26.55452723456974,2.340781164691841
16,9.997880043698956,96.32300027131659,2.776483169077673
20,8.011412236255765,32.168042121389504,3.0388754359598034
12,12.608968058688582,67.50210196854113,2.370058803416412
15,3.344454782423934,247.15707359474965,2.4805685780843683
18,6.697589089127158,97.78726905890917,2.623380856647207
24,21.953927506431203,168.31923032734673,5.7102455315297505
11,2.5269145994461497,254.18950462581708,2.7610072046752254
15,18.171290644330522,41.610936829592106,3.060735846623861
3,0.9057401094003423,31.912155420207707,0.5921803927987377
3,1.8439629543978722,149.53768425316264,1.4254602025705483
15,0.6589139155137796,227.36491710335756,2.0534477402870746
9,2.138774605397427,265.7517735242516,1.7909558852637386
9,14.277741622692988,12.795044001090453,1.9645371428232163
16,2.861533087602437,274.14397034262737,2.79138595480777
3,7.936787470364397,236.2147060790372,2.071805191405807
16,17.294209790002075,227.5699052297198,3.888148922920298
17,23.27749945560272,152.79654152125698,4.569735054664632
3,18.445646899998398,202.713368390652,3.500663968428086
14,19.683311290261855,198.9956961434281,3.9615045759001855
20,21.809471960383927,289.7403020614889,5.318145013479329
17,14.181087682262719,104.66869477854137,3.322941330048914
10,13.551190931856027,190.94385077147294,3.048013124435347
11,21.22975203903883,193.4738213218789,3.8249163610163848
17,4.445556399942921,49.90826249917206,1.5987046868526409
7,21.20055395345912,218.90894988800963,4.075414782729181
14,3.334053051784742,191.67321435462594,2.180864441491244
6,2.4327497440197874,31.280339764149268,1.1638458998654952
6,19.12627367116119,41.91229099021632,2.930177564780901
15,23.33953360839618,238.98689811793824,4.9136874151376855
24,0.9532290180098687,166.03822050744753,2.760877913887976
7,13.138119536111061,213.50347515300777,3.092778619664133
23,6.090455743333168,25.282223357641385,2.121131200109541
20,17.101159193254386,139.10354155053878,3.540792661882755
17,17.17585418291464,82.5225458119523,4.1611791933841085
21,5.646929499117939,104.64720860523228,2.5141498914025813
4,20.965523340936393,224.75275323984934,3.7760591463013444
19,7.807997520659057,143.57675776910025,3.243450789024449
12,2.2089367847714616,53.20602370296371,1.3796919360885977
21,3.2238960805849177,224.7952255453014,3.4201487588983936
4,0.9195664378363897,228.57723127392654,1.4561061561270081
13,22.698480881734888,127.89620564213448,3.856741037061325
22,7.001766172832729,265.08355414110906,3.5257938297283595
22,20.411546658164884,66.42558955292515,4.4439805665193495
3,20.91397485242554,72.0758566518839,3.064027851037401
13,5.233733076777128,274.4155328082376,2.677609744480022
5,8.471854009444561,69.16599387457359,1.486486481469912
23,21.92913605448404,112.63037677155933,4.989464740683629
4,15.423257120490689,189.22481907731333,3.5704284368381156
